"row_id"	"generated_summary"
"6338"	"– The police officer who shot Michael Brown in Ferguson, Mo., didn't stop him because he was suspected of robbing a convenience store, but because Brown was ""walking down the middle of the street blocking traffic,"" the city's police chief said today, per CNN. Ferguson Police Chief Thomas Jackson also said the robbery ""does not relate to the initial contact between the officer and Michael Brown."" Jackson said he released surveillance video of the incident ""because the press asked for it,"" adding that he couldn't keep it locked up indefinitely. The chief added that ""we needed to release that at the same time we need to release the name of the officer involved in the shooting,"" though he didn't elaborate on why. Meanwhile, Dylann Roof's uncle tells the Wall Street Journal that his nephew had an interest in white supremacy and that his father bought him a pistol for his birthday this year."
"6619"	"– When the Nazis razed the Treblinka death camp in 1943, all that remained was a forest and a fake train station, LiveScience reports. So forensic archaeologist Caroline Sturdy Colls and her team set out to explore the site using a new technology: lidar. Using lasers to measure the distance between the ground and an airplane-borne instrument, the team was able to see what they thought might be the camp's original foundation. What they found: two previously unknown mass graves measuring 63 feet by 58 feet, as well as shoes, ammunition, and bones with cut marks. ""Treblinka had never been looked at since the period after the war,"" Colls tells LiveScience. ""And everybody had assumed that because the history books said it was destroyed, it was."" What they also found: a gas chamber, evidence that the Nazis had tried to cover up their crimes. ""For me, that was quite shocking,"" says Colls. ""These artifacts are there, and these human remains are on the surface, and they're not being recorded or recovered."" What's more, the gas chambers were the only brick buildings in the camp, and the orange tiles on the floor were stamped with the Star of David, suggesting they were used to hide the fact that the camp was a Jewish bathhouse, the New York Times reports. What the Times has to say about the show, which airs Saturday on the Smithsonian Channel: It's ""heartwarming to see the reverence with which they treated the remains, which were subsequently reburied under the rabbi’s supervision,"" writes Curt Schleier. But the show ""could stand to lose a few little lapses,"" he adds, noting that the producers used reality show music and used devices ""designed to maximize the sense of impending drama. It was fine with Al Capone's vault. Here it's just insulting."""
"6698"	"– The CIA has concluded that Russia's goal in interfering in the election wasn't to undermine confidence in the electoral system but to help Donald Trump win, officials briefed on the matter tell the Washington Post. ""It is the assessment of the intelligence community that Russia’s goal here was to favor one candidate over the other, to help Trump get elected,"" a senior official says. ""That's the consensus view."" Intelligence agencies have identified individuals with connections to the Russian government who provided WikiLeaks with thousands of hacked emails from the Democratic National Committee and others, including Hillary Clinton's campaign chairman, according to US officials. Many of the documents were also provided to WikiLeaks, which released them over many weeks before the Nov. 8 election. The finding about the Republican committee is expected to be included in a detailed report of ""lessons learned"" that President Obama has ordered intelligence agencies to assemble before he leaves office on Jan. 20. The Trump transition team dismissed the findings in a short statement issued Friday evening. ""These are the same people that said Saddam Hussein had weapons of mass destruction,"" the statement read. ""The election ended a long time ago in one of the biggest Electoral College victories in history. It's now time to move on and 'Make America Great Again.'"" Sen. Chuck Schumer says Senate Democrats will join with Republican colleagues next year to demand a congressional investigation and hearings to get to the bottom of this, the Post reports."
"6717"	"– A preschool in Hawaii is taking a closer look at its snack policy after three children took sips of Pine-Sol, the AP reports. Officials say a classroom assistant at a Honolulu preschool mistook the household cleaner for apple juice. Paramedics were called to the Kilohana United Methodist Church Preschool to evaluate three girls, ages 4 and 5, on Tuesday morning. Par paramedics found no signs of trauma or sickness, and the girls' parents declined to take them to the hospital. The preschool says only sips were taken before the lead teacher realized the liquid was not apple juice, KHON reports. Inspectors say the assistant picked up the container of yellow-brown liquid off a cleanup cart in the kitchen and poured it into cups. The cleaner was its original container and properly labeled."
"7296"	"– The mysterious deaths of Toronto billionaires Barry and Honey Sherman have been classified as a double homicide, police announced Friday. ""I believe that they were targeted,"" Det.-Sgt. Susan Gomes said at a news conference, per the CBC. The couple, who were found dead in their home on Dec. 15, were found with belts around their necks attached to a railing near their indoor pool, the Wall Street Journal reports. There were no signs of forced entry into the home, and police say they've spent thousands of hours investigating the case, seizing more than 150 pieces of evidence, 127 witness interviews, and reviewing 2,000 hours of surveillance footage and video from nearby homes and businesses. Police say they have an ""extensive list"" of people to interview, but Gomes wouldn't talk about possible suspects. She did, however, confirm that they have a list of ""persons of interest"" who had access to the home through the realtor's ""lock box,"" the Toronto Star reports. The home was removed from the market five days after the couple's bodies were found. The family of Barry Sherman, founder of generic drugmaker Apotex, has hired an independent investigation."
"8180"	"– Donald Trump's decision to skip the final debate before the Iowa caucuses ""is rooted in one thing—Megyn Kelly, whom he has viciously attacked since August and has now spent four days demanding be removed from the debate stage,"" Fox News says in a statement. ""We can't give in to terrorizations toward any of our employees. Trump is still welcome at Thursday night's debate and will be treated fairly, just as he has been during his 132 appearances on Fox News & FOX Business, but he can't dictate the moderators or the questions."" The network says it's ""surprised he's willing to show that much fear about being questioned by Megyn Kelly,"" per the New York Times, which notes that Trump's campaign manager, Corey Lewandowski, said on MSNBC that he doesn't ""think"" Trump will change his mind about attending Thursday's debate. ""What you have with Mr. Trump, that you have a clear leader. A person who he says at best is not going to be toyed with,"" Lewandowski said, per the Times. ""I just don't see in any way where Fox is going to have a successful debate now, when you got the clear G.O.P. front-runner who has decided to walk away from this debate because he can’t be treatedfairly at the debatestage."" Fox says it has ""warned"" Lewandowski ""not to level any more threats"" against Kelly, per Business Insider, which points out that the network has previously warned Trump that ""the Ayatollah and Putin both intend to treat Donald Trump unfairly when they meet with him if he becomes president."" In a statement, Fox News calls Trump's move a ""pathetic attempt"" by the network to build up ratings, per Mediaite. ""Like running for office as an extremely successful person, this takes guts and it is the kind mentality our country needs in order to Make America Great Again,"" Trump says in his own statement, per Politico. ""This is a stunt you'd pull if you were desperate—not when you're dominant."" The debate will go on with or without Trump, the network says. The AP notes that the other seven GOP candidates will be in an ""awkward position"" if they attack Trump and give him even more attention, or ignore him and leave voters wondering what they think of the hardball play just days before the Feb. 1 caucus."
"9144"	"– Rescue crews using bulldozers and their bare hands raced to dig out survivors from a strong earthquake that reduced three central Italian towns to rubble early Wednesday. The death toll stood at 120 but the number of dead and missing was uncertain given the huge number of vacationers in the area for summer's final days. Residents wakened before dawn by the temblor emerged from their crumbled homes to find what they described as apocalyptic scenes ""like Dante's Inferno,"" with entire blocks of buildings turned into piles of sand and rock, thick dust choking the air, and a putrid smell of gas, the AP reports. ""The town isn't here anymore,"" said Sergio Pirozzi, the mayor of the hardest-hit town, Amatrice. ""I believe the toll will rise."" The magnitude 6.2 quake struck at 3:36am and was felt across a broad swath of central Italy, including Rome, where residents woke to a long swaying followed by aftershocks. The tembler shook the Lazio region and Umbria and Le Marche on the Adriatic coast. Premier Matteo Renzi visited the zone Wednesday, greeted rescue teams and survivors, and announced the toll stands at 120. He promised the quake-prone area that ""No family, no city, no hamlet will be left behind."" Italy's civil protection agency, which was coordinating the rescue and care for survivors, dozens were injured and thousands in need of temporary housing, though it stressed the numbers were fluid. Dozens were pulled out alive: There was relief as a woman emerged on a stretcher from one building, followed by a dog. And wails when a corpse was extracted. A steady column of dump trucks brought tons of twisted metal, rock, and cement down the hill and onto the highway toward Rome, along with a handful of ambulances bringing the injured to Rome hospitals. ""We need chain saws, shears to cut iron bars and jacks to remove beams. Everything, we need everything,"" civil protection worker Andrea Gentili told the AP in the early hours of the recovery. The New York Times has a primer on why Italy is so prone to earthquakes."
"10189"	"– Republicans have a good shot at taking control of the Senate in November, but they'll have to do it ""state by state by state,"" writes Nate Silver in the Washington Post. Republicans need to gain six seats, and three states—Montana, South Dakota, and West Virginia—are almost certain to switch from Democrat to Republican. The debate, however, is about how many more Republicans will win beyond that. Republicans have plenty of options, but ""their victories must come either by defeating Democratic incumbents in red states or picking off seats in blue or purple states that Barack Obama and the Democrats have been winning in presidential elections,"" writes Silver. Democrats, on the other hand, see their candidates as doing well and GOP challengers as weaker than expected. They also have the ""invisible ground game,"" in the form of more money spent identifying, registering, and turning out voters. Republicans are in an ""enviable but not yet commanding position,"" and ""over the next months they will have to earn it."" Click for Silver's full column."
"10463"	"– Seven years after Madeleine McCann disappeared while on vacation with her parents in Portugal, Scotland Yard detectives are preparing to dig up three sites near the Praia da Luz resort using radar equipment, reports the Daily Mirror. ""There will be earth diggers everywhere and it will look very dramatic,"" says a source close to the parents. ""It will be a heartbreaking and hugely emotional time for madeleine’s poor parents."" The parents, Kate and Gerry McCann, have been told of the plans but are not expected to travel to Portugal, the Guardian reports. A Metropolitan Police spokesman would neither confirm nor deny the report. ""We are not going to give a running commentary,"" he said. ""From the beginning of Operation Grange, we have made it clear that speculation has been unhelpful to the investigation and that continues to be the case. As we have said from the beginning, we will not be commenting on any speculation surrounding this investigation."" Police said last month that they knew of nine sexual assaults and three ""near misses"" on British girls between the ages of 6 and 12 who were on holiday in the Algarve between 2004 and 2006. Five new cases in which young girls were assaulted and one near miss came to light as a result of an appeal in March for information about a lone predator entering rooms of British families on holiday. The Met said more than 500 people came forward and its officers are cautiously optimistic that they will be soon be working on the ground with Portuguese authorities, who will remain in charge of the investigation despite hopes of a joint operation."
"10659"	"– Seth Rogen's mom, Sandy, tweeted Wednesday, ""Falling asleep after sex is like shavasana after yoga.!,"" Mashable reports. According to the Wall Street Journal, more than 40,000 people retweeted the tweet, and by Thursday morning, Rogen had responded to it: ""Jesus f---ing Christ mom."" Sandy's response: ""It's just an observation of life !"" Seth's reply: ""Whateverrrrrrrr mom mm!"" Sandy's reply to that: ""it's gnarly."" The rest of the Rogen family chimed in, Mashable notes: ""Lame!"" ""Moments like this are why Twitter was invented."""
"12601"	"– Edward Conard is a member of the 0.1%—that is, a man whose wealth is probably in the hundreds of millions and who is one of the largest donors to Mitt Romney—and he's spent the last four years writing a book that he hopes ""will forever change the way we view the superrich’s role in our society,"" writes Adam Davidson in the New York Times. In Unintended Consequences, Conard argues that income inequality is a good thing, a sign that the US economy is working, and that we should appreciate the wealth of others more, because we're all benefiting proportionally from it. ""This could be the most hated book of the year,"" Davidson writes. Conard says that while many economists believe society benefits from investments by the wealthy, he argues that for every dollar an investor earns, the public receives the equivalent of $20 in value. He cites the example of computers, which he says have helped everyone get a lot more value by competing to improve their products and lower prices. He also argues that investment banks, with their complicated financial derivatives and overleveraged balance sheets, make the economy more efficient, and he advocates creating a new government program that guarantees to bail out the banks if they ever face another run. Click for Davidson's full column."
"13031"	"– Colorado is home to 3.7 million square feet of industrial space, and one in every 11 of those spaces is now occupied by marijuana growers, according to a new report from commercial real estate firm CBRE. The Denver Post reports that between 2009 and 2014, marijuana cultivation accounted for more than a third of all industrial space leased in the city. ""It really kick-started the recovery of the industrial market in Denver,"" says a CBRE analyst. But the marijuana industry isn't the only reason housing prices are rising in Denver. Real estate broker Jason Thomas tells the Post that marijuana growers are paying up to three times the rent of other businesses in order to lease space in buildings. He says the industry is ""making a huge impact, some positive, some negative, to mainstream businesses."" But an urban planning professor at the University of Colorado Denver disagrees. She tells the Denver Post that high costs of living in coastal cities like Boston, New York, San Francisco, and LA have prompted higher-paid workers to move to second-tier cities like Denver. And millennials are also moving to the city for its ""recreational opportunities."" Thomas says marijuana leasing could have some interesting consequences on Denver's development cycle, since many buildings are locked into leases for the next five to 20 years and ""off the potential redevelopment list."" The Atlantic reports that Denver is ""t treading water: trying to regulate growth it didn’t plan for, and reaping the benefits of cannabis sales without studying their long-term effects. If history is any indication, we’ll go on madly lurching toward expansive profits in this gold rush, the cost to Denver’s long- term residents and culture be damned."""
"13730"	"– Tina Fey and Amy Poehler reunite for Sisters, about two sisters forced to clean out their childhood bedroom before their parents sell the house. Critics aren't exactly enamored. Here's what they're saying: ""Sisters is as loosey-goosey as a movie can get without falling apart, but the amusing twosome's chemistry mostly overcomes the chaos,"" writes AO Scott at the New York Times. ""Fey and Poehler have never relied more on vulgarity and stretched-out slapstick shtick for easy laughs than they do here. Yet they have no trouble taking the audience along for an LOL ride, because they make you feel like you’re eavesdropping on old friends drinking too much wine at the next table. No matter what nonsense they spout, their mood is infectious."" It's ""really bad fun that’s badly directed (by Jason Moore), badly written (by Paula Pell), badly performed, and bad news for anyone who cares about the quality of big-screen comedy,"" writes Joe Morgenstern at the Wall Street Journal. The movie is ""so much fun that it's hard to believe it's a movie,"" he writes. ""It's like watching your friends throw a party at your house, only this time it's at your sister's house."" The plot is ""riddled with more holes than an age-inappropriate party dress,"" writes Bruce Kirkland at the Toronto Sun. ""While all this nonsense is going on, personal issues are being dealt with—but strictly in a superficial way—while Fey and Poehl and company get trashed, crude, profane, childish, and idiotic. If you think that sounds like a good thing, meet the Sisters. Otherwise, find something else to do."" The film ""never gets its act together while mashing up fragments of the comedy classic Animal House and playing it out like a drug-and-alcohol-fuelled episode of Desperate Housewives,"" writes Manohla Dargis at the Washington Post. ""By turns gently ribald and unapologetically filthy, this exercise in escalating fits of mortification often resembles a spin on Trainwreck, which had anxious fans fearing the hilarious pair had lost their touch."""
"14110"	"– The city of Deerfield Beach, Fla., is debating whether to build townhouses on a 3-acre plot of land that used to be a black cemetery, the South Florida Sun-Sentinel reports. Some 40 years ago, angry residents stopped plans to build apartments on the site, and two studies have concluded that there are no bodies at the site. ""I saw it with my own eyes, I am a living eyewitness,"" says 83-year-old Benjamin Miller, who had family and friends buried there. If bodies were moved, ""they didn't notify me, and they didn’t notify my mother and they never notified my daddy. They were living, they were next of kin. Where did they put the bodies?"" Mayor Jean Robb says she thinks they were moved to the city-owned Pineview Cemetery, but she hasn't been able to confirm that hunch. ""It's been undeveloped for years. It will add to the tax rolls,"" says Robb. ""Why leave it empty?"" The first phases of the development were approved last night, but commissioners backed off after residents testified that they had seen burials there. ""This project is great, but this is very disturbing,"" says one commissioner. Another adds, ""I'm very uncomfortable voting."""
"14328"	"– A 21-year-old Navy SEAL trainee died during his first week of basic training in Coronado, Calif., on Friday, the AP reports. Seaman James Derek Lovelace was doing what's known as ""drown-proofing,"" which NBC News calls ""one of the world's most challenging military training regimens,"" when instructors noticed he was having trouble treading in a camouflage uniform and dive mask. He lost consciousness and was pulled out of the pool; emergency responders were unable to revive him and he was pronounced dead at a nearby hospital. The Virginian-Pilot first reported the death, but the Navy didn't officially announce it until it was contacted by NBC and the Pilot on Tuesday. A Navy spokesperson says the death is now under investigation. The Washington Post reports that the SEAL training exercise in question was an ""legendarily difficult"" one that tests a student's ability to survive in water. In a statement, the Navy says that ""safety observers identified Lovelaces as having difficulty and withdrew him from the exercise. He was aided to the edge of the swimming pool by instructors where he then lost consciousness. Resuscitation efforts and first aid at the scene were unsuccessful."" A Navy official tells the Pilot that the exercise is ""a physiological test to see if a guy can do exercises in the water."" The Navy bio for LovelACE, who was born in Germany, says he studied mechanical engineering at Faulkner State Community College in Alabama before enlisting in the Navy in November. His mother died in 2015 at the age of 44, the San Diego Union-Tribune reports. He leaves behind a father and two sisters."
"14446"	"– An opera singer is suing an Army hospital after she says a nurse-midwife botched her childbirth operation, the Army Times reports. Amy Herbst says the nurse at Blanchfield Army Community Hospital at Fort Campbell, Ky., performed an episiotomy on her in the second stage of labor without her knowledge. The wound was repaired with sutures, but after Herbst left the hospital, she says she began to experience ""fecal urgency and incontinence, including periodic leaking of stool and excessive flatulence."" A second nurse told her that attempts to repair the cut had been unsuccessful, and a colorectal surgeon told her she would need reconstructive surgery to fix the damage. Herbst, a professional opera singer, says the surgery has left her unable to continue her career. “She is suffering though a very embarrassing and very significant injury, and frankly, the prognosis of a fully successful repair is pretty low,” says her attorney. A hospital spokesperson declined to comment on the specifics of the case, but said the hospital is deeply concerned with its patients' outcomes."
